State Abbreviation,State Name,Reporting Period,Original or Updated,Beneficiaries with a Renewal Initiated,Beneficiaries with a Renewal Initiated - footnotes,Beneficiaries with a Renewal Due,Beneficiaries with a Renewal Due - footnotes,Beneficiaries Whose Coverage Was Renewed (Total),Beneficiaries Whose Coverage Was Renewed (Total) - footnotes,Beneficiaries Whose Coverage Was Renewed on an Ex Parte Basis,Beneficiaries Whose Coverage Was Renewed on an Ex Parte Basis - footnotes,Beneficiaries Whose Coverage Was Renewed based on a Renewal Form,Beneficiaries Whose Coverage Was Renewed based on a Renewal Form - footnotes,Beneficiaries Disenrolled at Renewal (Total),Beneficiaries Disenrolled at Renewal (Total) - footnotes,Beneficiaries Determined Ineligible at Renewal,Beneficiaries Determined Ineligible at Renewal - footnotes,Beneficiaries Disenrolled for Procedural Reasons at Renewal,Beneficiaries Disenrolled for Procedural Reasons at Renewal - footnotes,Beneficiaries with a Pending Renewal,Beneficiaries with a Pending Renewal - footnotes
AR,Arkansas,202505,U,,,52233,,44499,,37247,,7252,,7732,,1315,,6417,,2,
AR,Arkansas,202506,O,55159,,53097,,45371,,39645,,5726,,7487,,1316,,6171,,239,
AR,Arkansas,202506,U,,,53097,,45478,,39645,,5833,,7618,,1445,,6173,,1,
AR,Arkansas,202507,O,53435,,50949,,43655,,37569,,6086,,7087,,1134,,5953,,207,
AR,Arkansas,202507,U,,,50949,,43741,,37569,,6172,,7206,,1251,,5955,,2,
AR,Arkansas,202508,O,51927,,53723,,46046,,40524,,5522,,7397,,1097,,6300,,280,
AR,Arkansas,202509,O,50570,,52006,,44961,,39251,,5710,,6829,,1027,,5802,,216,
AR,Arkansas,202510,O,55139,,51893,,45003,,39424,,5579,,6742,,1160,,5582,,148,
AR,Arkansas,202511,O,56845,,49192,,42660,,37902,,4758,,6356,,1345,,5011,,176,
AZ,Arizona,202303,O,207525,,,,,,,,,,,,,,,,,
AZ,Arizona,202303,U,,,,,,,,,,,,,,,,,,
AZ,Arizona,202304,O,230119,,230526,,162693,,149144,,13549,,19635,,14158,,5477,,48198,
AZ,Arizona,202304,U,,,230588,,162693,,149144,,13549,,67895,,19888,,48007,,0,
AZ,Arizona,202305,O,223183,,207473,,127110,,107939,,19171,,73595,,16821,,56774,,6768,
AZ,Arizona,202305,U,,,207542,,130592,,108167,,22425,,76950,,19782,,57168,,0,
AZ,Arizona,202306,O,218663,,230082,,154324,,138033,,16291,,66657,,14656,,52001,,9101,
AZ,Arizona,202306,U,,,232626,,159426,,138226,,21200,,73200,,21113,,52087,,0,
AZ,Arizona,202307,O,215935,,223139,,165052,,148874,,16178,,50056,,13069,,36987,,8031,
AZ,Arizona,202307,U,,,223281,,168663,,148166,,20497,,54618,,16869,,37749,,0,
AZ,Arizona,202308,O,198245,,223185,,178491,,162013,,16478,,37812,,12181,,25631,,6882,
AZ,Arizona,202308,U,,,223149,,181807,,161345,,20462,,41342,,15226,,26116,,0,
AZ,Arizona,202309,O,159637,,220341,,172756,,157953,,14803,,39667,,9029,,30638,,7918,
AZ,Arizona,202309,U,,,229553,,184093,,164350,,19743,,45460,,13004,,32456,,0,
AZ,Arizona,202310,O,200703,,205062,,168065,,153244,,14821,,28706,,8144,,20562,,8291,
AZ,Arizona,202310,U,,,201840,,169361,,152595,,16766,,31483,,10719,,20764,,996,
AZ,Arizona,202311,O,196133,,157842,,134923,,124833,,10090,,19442,,6811,,12631,,3477,
AZ,Arizona,202311,U,,,159233,,138635,,127429,,11206,,20598,,7001,,13597,,0,
AZ,Arizona,202312,O,168860,,200682,,175434,,164094,,11340,,20761,,6807,,13954,,4487,
AZ,Arizona,202312,U,,,200682,,178630,,164339,,14291,,22052,,8072,,13980,,0,
AZ,Arizona,202401,O,198337,,149606,,130505,,123335,,7170,,13407,,5438,,7969,,5694,
AZ,Arizona,202401,U,,,149603,,135613,,123574,,12039,,13990,,6019,,7971,,0,
AZ,Arizona,202402,O,103985,,171880,,154815,,144180,,10635,,13847,,6062,,7785,,3218,
AZ,Arizona,202402,U,,,171875,,157412,,146035,,11377,,14463,,6677,,7786,,0,
AZ,Arizona,202403,O,188317,,181059,,142020,,127857,,14163,,33992,,10643,,23349,,5047,
AZ,Arizona,202403,U,,,181058,,146070,,127857,,18213,,34988,,11588,,23400,,0,
AZ,Arizona,202404,O,209890,,102938,,81317,,70767,,10550,,19548,,7724,,11824,,2073,
AZ,Arizona,202404,U,,,102937,,82272,,70581,,11691,,20665,,8846,,11819,,0,
AZ,Arizona,202405,O,197359,,188452,,150064,,133720,,16344,,34092,,12143,,21949,,4296,
AZ,Arizona,202405,U,,,188504,,151596,,133375,,18221,,36908,,14957,,21951,,0,
AZ,Arizona,202406,O,221364,,211009,,168244,,153149,,15095,,37929,,9991,,27938,,4836,
AZ,Arizona,202406,U,,,210994,,171325,,152732,,18593,,39669,,11656,,28013,,0,
AZ,Arizona,202407,O,177935,,196407,,155424,,141719,,13705,,35445,,9418,,26027,,5538,
AZ,Arizona,202407,U,,,196394,,157252,,141232,,16020,,39142,,13036,,26106,,0,
AZ,Arizona,202408,O,136481,,221095,,170385,,155819,,14566,,43713,,10416,,33297,,6997,
AZ,Arizona,202408,U,,,221086,,172948,,155548,,17400,,48138,,14857,,33281,,0,
AZ,Arizona,202409,O,218806,,177362,,134274,,119787,,14487,,37646,,9953,,27693,,5442,
AZ,Arizona,202409,U,,,177350,,136220,,119641,,16579,,41130,,13456,,27674,,0,
AZ,Arizona,202410,O,191604,,137789,,95698,,82312,,13386,,35484,,8630,,26854,,6607,
AZ,Arizona,202410,U,,,132854,,93001,,78288,,14713,,39853,,10723,,29130,,0,
AZ,Arizona,202411,O,139379,,215818,,147333,,131334,,15999,,58463,,11737,,46726,,10022,
AZ,Arizona,202411,U,,,215801,,149735,,130719,,19016,,66066,,15065,,51001,,0,
AZ,Arizona,202412,O,151889,,191551,,131072,,114699,,16373,,52624,,12333,,40291,,7855,
AZ,Arizona,202412,U,,,191543,,132473,,114362,,18111,,54022,,13763,,40259,,5048,
AZ,Arizona,202501,O,166578,,160275,,110589,,96096,,14493,,42701,,12551,,30150,,6985,
AZ,Arizona,202501,U,,,160274,,112891,,95711,,17180,,43260,,13114,,30146,,4123,
AZ,Arizona,202502,O,152382,,157462,,111040,,96182,,14858,,40304,,12521,,27783,,6118,
AZ,Arizona,202502,U,,,157454,,113906,,95789,,18117,,41328,,13539,,27789,,2220,
AZ,Arizona,202503,O,229687,,165862,,123744,,105802,,17942,,35697,,18908,,16789,,6421,
AZ,Arizona,202503,U,,,165853,,125577,,105397,,20180,,37050,,20248,,16802,,3226,
AZ,Arizona,202504,O,67252,,152130,,107266,,93696,,13570,,37838,,9452,,28386,,7026,
AZ,Arizona,202504,U,,,152124,,110310,,93352,,16958,,39545,,10888,,28657,,2269,
AZ,Arizona,202505,O,227182,,230508,,166663,,147966,,18697,,55320,,13239,,42081,,8525,
AZ,Arizona,202505,U,,,230498,,169721,,147411,,22310,,57013,,14901,,42112,,3764,
AZ,Arizona,202506,O,163067,,66398,,43509,,33559,,9950,,19795,,5947,,13848,,3094,
AZ,Arizona,202506,U,,,66387,,44654,,33464,,11190,,20438,,6572,,13866,,1295,
AZ,Arizona,202507,O,110856,,226932,,169676,,148301,,21375,,49023,,25873,,23150,,8233,
AZ,Arizona,202507,U,,,226923,,171889,,147715,,24174,,50948,,27698,,23250,,4086,
AZ,Arizona,202508,O,181035,,189866,,144738,,129332,,15406,,36911,,15776,,21135,,8217,
AZ,Arizona,202509,O,177823,,111492,,76708,,68192,,8516,,26652,,7266,,19386,,8132,
AZ,Arizona,202510,O,97173,,178468,,130438,,119252,,11186,,37367,,10263,,27104,,10663,
AZ,Arizona,202511,O,159014,,176740,,133379,,124431,,8948,,31500,,8190,,23310,,11861,
CA,California,202303,O,,,,,,,,,,,,,,,,,,
CA,California,202303,U,,,,,,,,,,,,,,,,,,
CA,California,202304,O,1202020,,,,,,,,,,,,,,,,,
CA,California,202304,U,,,,,,,,,,,,,,,,,,
CA,California,202305,O,1112415,,,,,,,,,,,,,,,,,
CA,California,202305,U,,,,,,,,,,,,,,,,,,
CA,California,202306,O,1071630,,1052030,,499447,,281335,,218112,,225417,,25565,,199852,,327166,
CA,California,202306,U,,,1022294,,675935,,358921,,317014,,243256,,48344,,194912,,103103,
CA,California,202307,O,1121056,,1083005,,467194,,297763,,169431,,77005,State Held Some or All Procedural and/or Other Terminations for the Report Month,20174,,56831,State Held Some or All Procedural and/or Other Terminations for the Report Month,538806,
CA,California,202307,U,,,1035947,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",637036,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",346329,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",290707,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",235378,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",46085,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",189293,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",163533,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
CA,California,202308,O,1102666,,1042671,,518152,,364261,,153891,,209487,,22603,,186884,,315032,
CA,California,202308,U,,,995322,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",614842,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",352779,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",262063,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",225507,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",58505,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",167002,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",154973,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
CA,California,202309,O,1109876,,1073632,,506846,,375861,,130985,,219809,,19772,,200037,,346977,
CA,California,202309,U,,,1026909,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",609338,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",360021,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",249317,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",214756,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",60845,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",153911,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",202815,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
CA,California,202310,O,1407813,,1061239,,512198,,391927,,120271,,198537,,19285,,179252,,350504,
CA,California,202310,U,,,1012026,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",611674,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",377976,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",233698,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",197181,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",60305,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",136876,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",203171,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
CA,California,202311,O,1083419,,1058359,,493960,,382979,,110981,,205710,,17353,,188357,,358689,
CA,California,202311,U,,,1013058,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",538201,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",300776,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",237425,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",233941,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",65446,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",168495,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",240916,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
CA,California,202312,O,1210592,,1255471,,899931,,829478,,70453,,108863,,20595,,88268,,246677,
CA,California,202312,U,,,1208535,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",913640,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",781853,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",131787,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",131331,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",59188,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",72143,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",163564,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
CA,California,202401,O,1277354,,1018735,,667853,,611086,,56767,,80375,,15605,,64770,,270507,
CA,California,202401,U,,,1018735,,770327,,668825,,101502,,80312,,15636,,64676,,168096,
CA,California,202402,O,1160658,,1170166,,806530,,729052,,77478,,108198,,20509,,87689,,255438,
CA,California,202402,U,,,1170166,,862568,,730877,,131691,,108189,,20599,,87590,,199409,
CA,California,202403,O,1150666,,1235250,,869206,,786631,,82575,,121981,,24871,,97110,,244063,
CA,California,202403,U,,,1234466,,919402,,787300,,132102,,121749,,24639,,97110,,193315,
CA,California,202404,O,736196,,1118057,,790073,,708771,,81302,,106792,,21412,,85380,,221192,
CA,California,202404,U,,,1118057,,837782,,709269,,128513,,106794,,21414,,85380,,173481,
CA,California,202405,O,897254,,1106835,,781991,,680853,,101138,,115664,,25019,,90645,,209180,
CA,California,202405,U,,,1106835,,840274,,682751,,157523,,153268,,45336,,107932,,113293,
CA,California,202406,O,846228,,834620,,667179,,580253,,86926,,51695,,13482,,38213,,115746,
CA,California,202406,U,,,834620,,708851,,583811,,125040,,69409,,23048,,46361,,56360,
CA,California,202407,O,906944,,834973,,680691,,583183,,97508,,51603,,14113,,37490,,102679,
CA,California,202407,U,,,834973,,720973,,587143,,133830,,68741,,22979,,45762,,45259,
CA,California,202408,O,942630,,808740,,663809,,564021,,99788,,54943,,16255,,38688,,89988,
CA,California,202408,U,,,808740,,702393,,566022,,136371,,65891,,22298,,43593,,40456,
CA,California,202409,O,875433,,836813,,686678,,570358,,116320,,56264,,15997,,40267,,93871,
CA,California,202409,U,,,836813,,722946,,572777,,150169,,74487,,25022,,49465,,39380,
CA,California,202410,O,905811,,855310,,704745,,597663,,107082,,60923,,16362,,44561,,89642,
CA,California,202410,U,,,855310,,736236,,599899,,136337,,79460,,25522,,53938,,39614,
CA,California,202411,O,1458094,,812600,,693519,,574575,,118944,,942,,528,,414,,118139,
CA,California,202411,U,,,813606,,704391,,574282,,130109,,72878,,22793,,50085,,36337,
